Nom,Domaine,Périodicité,Mois,Coordonnees,Commune,Region,Code postal,Creation
Zygomatic festival,Théâtre,Annuelle,Mars,"45.583182552,5.90903392417",Chambery,Auvergne-Rhône-Alpes,73000,2009
Les chants de mars,Musique,Annuelle,Mars,"45.7699284397,4.82922464978",Lyon,Auvergne-Rhône-Alpes,69001,2007
Aux rires etc,Théâtre,Annuelle,Janvier,"45.1821215167,5.72133051752",Grenoble,Auvergne-Rhône-Alpes,38000,2017
La folle journée en région des pays de la loire,Musique,Annuelle,Janvier,"47.2316356767,-1.54831008605",Nantes,Pays de la Loire,44200,
Issy fenêtre sur le monde,Théâtre,Annuelle,Avril,"48.82347434,2.26449823277",Issy Les Moulineaux,Île-de-France,92130,
Veloshow,Divers,Annuelle,Avril,"43.7756118498,4.08232743857",Sommieres,Occitanie,30250,2019
Festival international de mode et de photographie de hyeres,Arts visuels,Annuelle,Avril,"43.1018713534,6.18898508469",Hyeres,Provence-Alpes-Côte d'Azur,83400,1986
Festival chap,Théâtre,Annuelle,Avril,"43.7367573026,3.69220324597",Viols Le Fort,Occitanie,34380,2007
Festival eldorado,Théâtre,Annuelle,Avril,"47.7500486947,-3.37823200917",Lorient,Bretagne,56100,2017
Jeudis electro,Musique,Annuelle,Juillet,"46.3704258049,6.48194336071",Thonon Les Bains,Auvergne-Rhône-Alpes,74200,2006
Artist'o champs,Musique,Annuelle,Juillet,"47.1373301524,-0.559450064005",Vihiers,Pays de la Loire,49310,2001
Festival musique et mémoire,Musique,Annuelle,Juillet,"47.8319641353,6.5834328372",Faucogney Et La Mer,Bourgogne-Franche-Comté,70310,
Les nuits salines,Musique,Annuelle,Juillet,"47.2844487793,-2.474374647",Batz Sur Mer,Pays de la Loire,44740,1992
Illac en scene,Musique,Annuelle,Juillet,"44.7934010703,-0.819193904642",St Jean D Illac,Nouvelle-Aquitaine,33127,2015
Jazz a junas,Musique,Annuelle,Juillet,"43.7615067362,4.11752159876",Junas,Occitanie,30250,1994
Reggae family festival,Musique,Annuelle,Juillet,"43.2464550515,6.52192234084",Cogolin,Provence-Alpes-Côte d'Azur,83310,2019
Itinéraire baroque en périgord vert,Musique,Annuelle,Juillet,"45.2457883325,0.334782848632",Riberac,Nouvelle-Aquitaine,24600,2002
Jazz in marciac,Musique,Annuelle,Juillet,"43.521249291,0.156300856185",Marciac,Occitanie,32230,1978
Festival debussy,Musique,Annuelle,Juillet,"46.5787862593,1.4926283101",Argenton Sur Creuse,Centre-Val de Loire,36200,2012
The green escape,Musique,Annuelle,Juillet,"45.3318549451,3.85314004519",Craponne Sur Arzon,Auvergne-Rhône-Alpes,43500,1988
Track'n'art festival,Musique,Annuelle,Juillet,"47.1914715686,-0.278336056087",Doue La Fontaine,Pays de la Loire,49700,2013
Crest jazz vocal,Musique,Annuelle,Juillet,"44.7335665907,5.0221758413",Crest,Auvergne-Rhône-Alpes,26400,1973
Les eurockéennes de belfort,Musique,Annuelle,Juillet,"47.6518069558,6.82383810256",Cravanche,Bourgogne-Franche-Comté,90300,1989
Festival meythet la musique,Musique,Annuelle,Juillet,"45.8906432566,6.12551773598",Annecy,Auvergne-Rhône-Alpes,74960,2001
Les déferlantes d'argelès-sur-mer,Musique,Annuelle,Juillet,"42.5352193463,3.02429862885",Argeles Sur Mer,Occitanie,66700,2007
Saint rock,Musique,Annuelle,Juillet,"46.2892944317,4.31079967145",La Clayette,Bourgogne-Franche-Comté,71800,2009
En nord beat festival,Musique,Annuelle,Juillet,"50.7274252798,2.7379912081",Bailleul,Hauts-de-France,59270,2015
Évasion festival,Musique,Annuelle,Juillet,"45.7858821061,4.92637767698",Vaulx En Velin,Auvergne-Rhône-Alpes,69120,2016
Beau c'est festival,Musique,Annuelle,Aout,"44.9518343801,0.362233138174",Bosset,Nouvelle-Aquitaine,24130,2016
Le banquet du livre d'été à lagrasse,Livre,Annuelle,Aout,"43.0957230349,2.60436046295",Lagrasse,Occitanie,11220,
Anymal,Théâtre,Annuelle,Novembre,"43.6134409138,3.86851657896",Montpellier,Occitanie,34080,2018
Rencontres cinématographiques de cannes,Cinéma,Annuelle,Novembre,"43.5526202843,7.00427592728",Cannes,Provence-Alpes-Côte d'Azur,06400,1988
Festival théâtre à tout âge,Théâtre,Annuelle,Decembre,"47.9971425162,-4.09111944455",Quimper,Bretagne,29000,2002
Jazz conilhac corbieres,Musique,Annuelle,Novembre,"43.1847654132,2.71572755182",Conilhac,Occitanie,11200,1987
Collectif jeune cinéma -  festival des cinémas différents et expérimentaux,Cinéma,Annuelle,Octobre,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,1999
Ephemere,Musique,Annuelle,Septembre,"45.9696520061,5.57627261783",Hauteville Lompnes,Auvergne-Rhône-Alpes,01110,
Fiesta la mass,Musique,Annuelle,Octobre,"48.1119791219,-1.68186449144",Rennes,Bretagne,35700,2014
Festival international des cinémas de guerre war on screen,Cinéma,Annuelle,Octobre,"48.9640892125,4.37883539725",Chalons En Champagne,Grand Est,51000,
Grenoble alpes metropole jazz festival,Musique,Annuelle,Octobre,"45.1821215167,5.72133051752",Grenoble,Auvergne-Rhône-Alpes,38000,2005
R.o.n festival,Théâtre,Annuelle,Octobre,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,
Fête du livre d'aix,Livre,Annuelle,Octobre,"43.5360708378,5.39857444582",Aix En Provence,Provence-Alpes-Côte d'Azur,13290,1984
Fete des vendanges de montmartre,Divers,Annuelle,Octobre,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,1934
Fiac (foire internationale d'art contemporain),Arts visuels,Annuelle,Octobre,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,1974
Festival off off off off des nuits en champagne),Musique,Annuelle,Octobre,"48.2967099637,4.07827967525",Troyes,Grand Est,10000,2005
Festimomes,Théâtre,Annuelle,Octobre,"48.7004093953,2.18737051177",Orsay,Île-de-France,91400,2000
Drome de guitares,Musique,Annuelle,Octobre,"44.9229811667,4.91444013136",Valence,Auvergne-Rhône-Alpes,26000,2016
Festival charivari,Théâtre,Annuelle,Octobre,"48.2481136279,7.46224896454",Selestat,Grand Est,67600,
Pop factory,Musique,Annuelle,Novembre,"50.6879774811,3.18258434623",Roubaix,Hauts-de-France,59100,2016
Coup d'parquet,Musique,Annuelle,Novembre,"48.3545313197,0.370783494811",Mamers,Pays de la Loire,72600,2014
Jazz à l'ouest,Musique,Annuelle,Novembre,"48.1119791219,-1.68186449144",Rennes,Bretagne,35700,1990
Les insulaires !,Musique,Annuelle,Septembre,"47.6372394221,-3.4644268016",Groix,Bretagne,56590,2012
Les oreilles en pointe,Musique,Annuelle,Novembre,"45.3886064564,4.33196255695",Le Chambon Feugerolles,Auvergne-Rhône-Alpes,42500,1991
Citéphilo,Livre,Annuelle,Novembre,"50.6317183168,3.04783272312",Lille,Hauts-de-France,59160,1998
Stomping at secret place,Musique,Annuelle,Novembre,"43.5716282319,3.83221847952",St Jean De Vedas,Occitanie,34430,2011
Jazz au fil de l'oise,Musique,Annuelle,Novembre,"48.9918643363,2.32119797848",Montmorency,Île-de-France,95160,1996
O les chœurs tulle,Musique,Annuelle,Octobre,"45.2731516999,1.76313875655",Tulle,Nouvelle-Aquitaine,19000,1997
Festival des campagnes,Musique,Annuelle,Octobre,"47.709174366,1.62466277515",St Laurent Nouan,Centre-Val de Loire,41220,2004
Musik fabrik - xerpils festival,Musique,Annuelle,Octobre,"48.0387121214,6.38237551394",Xertigny,Grand Est,88220,2016
Roscella bay festival,Musique,Annuelle,Septembre,"46.1620643972,-1.17465702836",La Rochelle,Nouvelle-Aquitaine,17000,2015
Paris summer jam,Musique,Annuelle,Aout,"48.8960701282,2.20671346353",Nanterre,Île-de-France,92000,
Festival de la fiction de la rochelle,Cinéma,Annuelle,Septembre,"46.1620643972,-1.17465702836",La Rochelle,Nouvelle-Aquitaine,17000,1999
St hil jazz festival,Musique,Annuelle,Septembre,"47.0958948849,-1.87983637967",St Hilaire De Chaleons,Pays de la Loire,44680,2018
Ouaille note,Musique,Annuelle,Septembre,"46.5737648617,-0.0494104571753",Vasles,Nouvelle-Aquitaine,79340,2013
Kiosques a musique,Musique,Annuelle,Juillet,"44.8015403943,4.78018830634",La Voulte Sur Rhone,Auvergne-Rhône-Alpes,07800,1988
Les jeudis de perpignan,Théâtre,Annuelle,Juillet,"42.6965954131,2.89936953979",Perpignan,Occitanie,66000,1994
Droles de rues (sites en scene),Théâtre,Annuelle,Juillet,"45.4419827405,-0.427614839205",Jonzac,Nouvelle-Aquitaine,17500,2004
Festival sam africa,Divers,Annuelle,Aout,"43.4935426323,0.934596447621",Samatan,Occitanie,32130,2009
Festi'plage,Musique,Annuelle,Aout,"45.400469208,0.69507098451",Champagnac De Belair,Nouvelle-Aquitaine,24530,2013
Equiblues,Musique,Annuelle,Aout,"45.0052980637,4.41285687419",St Agreve,Auvergne-Rhône-Alpes,07320,1996
Festival rite,Musique,Annuelle,Aout,"42.9752923045,1.15326595533",St Girons,Occitanie,09200,2016
Festival de la chaise dieu,Musique,Annuelle,Aout,"45.3187166909,3.69286458356",La Chaise Dieu,Auvergne-Rhône-Alpes,43160,1967
Festival crescendo,Musique,Annuelle,Aout,"45.6579754062,-1.10115118709",St Palais Sur Mer,Nouvelle-Aquitaine,17420,1999
Festival de musiques juives de carpentras,Musique,Annuelle,Juillet,"44.0593802565,5.06134844776",Carpentras,Provence-Alpes-Côte d'Azur,84200,2002
Samba al pais,Musique,Annuelle,Juillet,"44.156093011,1.73640541242",St Antonin Noble Val,Occitanie,82140,2008
Urban culture,Théâtre,Annuelle,Mai,"46.1632121428,1.87078672735",Gueret,Nouvelle-Aquitaine,23000,2005
Festival de l'epau,Musique,Annuelle,Mai,"47.9885256718,0.200030493539",Le Mans,Pays de la Loire,72000,1983
Musicalarue sur un plateau,Musique,Annuelle,Mai,"44.2207948584,-0.515670146445",Luxey,Nouvelle-Aquitaine,40430,
Ateliers jazz de meslay-grez,Musique,Annuelle,Mai,"47.9469156243,-0.558693863131",Meslay Du Maine,Pays de la Loire,53170,1998
This is not a love song,Musique,Annuelle,Mai,"43.844938394,4.34806796996",Nimes,Occitanie,30900,2013
Discipline festival,Musique,Annuelle,Mai,"43.5963814303,1.43167293364",Toulouse,Occitanie,31300,2016
Jazz en pic saint loup,Musique,Annuelle,Juin,"43.7367810666,3.85739515015",Le Triadou,Occitanie,34270,2001
Wheels and waves,Divers,Annuelle,Juin,"43.4695847227,-1.55309857519",Biarritz,Nouvelle-Aquitaine,64200,2012
Prog sud,Musique,Annuelle,Mai,"43.4026791235,5.31547094057",Les Pennes Mirabeau,Provence-Alpes-Côte d'Azur,13170,2000
Absolute gospel,Musique,Annuelle,Juin,"45.7699284397,4.82922464978",Lyon,Auvergne-Rhône-Alpes,69001,2004
Banquet de printemps de lagrasse,Livre,Annuelle,Mai,"43.0957230349,2.60436046295",Lagrasse,Occitanie,11220,
Rock & cars,Musique,Annuelle,Juin,"43.6895628711,1.79437213708",Lavaur,Occitanie,81500,
Rencontres et racines,Musique,Annuelle,Juin,"47.4811676376,6.85493983157",Audincourt,Bourgogne-Franche-Comté,25400,1990
Fete du travailleur alpin,Musique,Annuelle,Juin,"45.1930502486,5.67763066542",Fontaine,Auvergne-Rhône-Alpes,38600,2014
Bi harriz lau xori,Théâtre,Annuelle,Mars,"43.4695847227,-1.55309857519",Biarritz,Nouvelle-Aquitaine,64200,2012
30/30 les rencontres de la forme courte,Théâtre,Annuelle,Janvier,"44.8572445351,-0.57369678116",Bordeaux,Nouvelle-Aquitaine,33000,
Jazz à la villette,Musique,Annuelle,Aout,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,2001
Lectures sous l'arbre,Livre,Annuelle,Aout,"45.0524632592,4.31966525163",Le Chambon Sur Lignon,Auvergne-Rhône-Alpes,43400,1991
Jazz campus en clunisois,Musique,Annuelle,Aout,"46.4303628582,4.67033276327",Cluny,Bourgogne-Franche-Comté,71250,2007
Musique de chambre à giverny,Musique,Annuelle,Aout,"49.0819438915,1.53288773518",Giverny,Normandie,27620,2004
Festival normandiebulle,Livre,Annuelle,Septembre,"49.4445058359,1.15546994024",Darnetal,Normandie,76160,1996
Festival prix de court,Cinéma,Annuelle,Mars,"16.2386006963,-61.5357180881",Point A Pitre,Guadeloupe,97110,2009
Ninkasi urban week,Musique,Annuelle,Mai,"45.7699284397,4.82922464978",Lyon,Auvergne-Rhône-Alpes,69001,2015
The outbreak festival,Musique,Annuelle,Mai,"47.5817013938,1.30625551583",Blois,Centre-Val de Loire,41000,2017
Rock mon fort,Musique,Annuelle,Mai,"49.2945278867,0.670560456278",Montfort Sur Risle,Normandie,27290,2015
Br'ain de cirque,Théâtre,Annuelle,Mai,"46.2051520382,5.24602125501",Bourg En Bresse,Auvergne-Rhône-Alpes,01000,1998
Festival du mot,Livre,Annuelle,Mai,"47.1835862006,3.02885515594",La Charite Sur Loire,Bourgogne-Franche-Comté,58400,
Bains numériques,Musique,Annuelle,Juin,"48.97016048,2.30485955429",Enghien Les Bains,Île-de-France,95880,2005
Zones portuaires - rencontres internationale cinéma et villes portuaires,Cinéma,Annuelle,Juin,"47.2802857028,-2.25379927249",St Nazaire,Pays de la Loire,44600,2016
Contre temps,Musique,Annuelle,Juin,"48.5712679849,7.76752679517",Strasbourg,Grand Est,67100,2004
Mes de jazz,Musique,Annuelle,Juin,"42.657654474,2.44661138862",Eus,Occitanie,66500,2017
Le forum fait son festival,Musique,Annuelle,Juin,"50.4898416084,2.48534476198",Calonne Ricouart,Hauts-de-France,62470,2013
Pig'halle,Musique,Annuelle,Juin,"45.1722353559,5.21609050981",St Antoine L Abbaye,Auvergne-Rhône-Alpes,38160,2015
Festival check the rhyme,Musique,Annuelle,Juin,"43.7119992661,7.23826889465",Nice,Provence-Alpes-Côte d'Azur,06100,2014
Cigogne en fête,Théâtre,Annuelle,Mai,"45.9097262725,-1.00226108589",Soubise,Nouvelle-Aquitaine,17780,
Jazz musette des puces,Musique,Annuelle,Juin,"48.909806575,2.33257042205",St Ouen,Île-de-France,93400,
Les impromptus,Théâtre,Annuelle,Juin,"48.9295650455,2.3592429975",St Denis,Île-de-France,93200,
Jazz entraigues festival,Musique,Annuelle,Juin,"43.9950173356,4.93295387179",Entraigues Sur La Sorgue,Provence-Alpes-Côte d'Azur,84320,2009
Musical'été (annemasse),Musique,Annuelle,Juillet,"46.1909730986,6.24250704322",Annemasse,Auvergne-Rhône-Alpes,74100,2009
Garçon la note,Musique,Annuelle,Juillet,"47.793488225,3.58168281761",Auxerre,Bourgogne-Franche-Comté,89000,2001
Les embellies,Musique,Annuelle,Mai,"48.1119791219,-1.68186449144",Rennes,Bretagne,35700,1998
Festival ado,Théâtre,Annuelle,Mai,"48.8512498219,-0.889601911342",Vire,Normandie,14500,2009
Festival des 5 continents - franco genevois,Cinéma,Annuelle,Mai,"46.2519789243,6.10826403805",Ferney Voltaire,Auvergne-Rhône-Alpes,01210,2006
Bonne machine,Musique,Annuelle,Mai,"49.0001007823,2.0990719052",Conflans Ste Honorine,Île-de-France,78700,2012
Outch ! extreme metal festival,Musique,Annuelle,Mai,"47.8591544821,5.33880466821",Langres,Grand Est,52200,
Fête du livre de talloires,Livre,Annuelle,Mai,"45.8357923857,6.23052089871",Talloires Montmin,Auvergne-Rhône-Alpes,74210,2011
Festival bordures,Musique,Annuelle,Mai,"47.733471612,-1.87194975237",Langon,Bretagne,35660,2016
Marguest o live,Musique,Annuelle,Juin,"43.7960241357,1.22532777135",Aucamville,Occitanie,82600,2018
Le festival de paris,Musique,Annuelle,Juin,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,
Aucard de tours,Musique,Annuelle,Juin,"47.3986382281,0.696526376417",Tours,Centre-Val de Loire,37000,1985
Notes en vert,Musique,Annuelle,Juin,"46.1574551352,-1.08886084864",Perigny,Nouvelle-Aquitaine,17180,2012
Luciol in the sky,Musique,Annuelle,Juin,"46.3041852737,4.78693813476",Charnay Les Macon,Bourgogne-Franche-Comté,71850,2018
Clameur(s) - rencontres littéraires,Livre,Annuelle,Juin,"47.3229437965,5.03788805877",Dijon,Bourgogne-Franche-Comté,21000,2013
Le mans fait son cirque,Théâtre,Annuelle,Juin,"47.9885256718,0.200030493539",Le Mans,Pays de la Loire,72000,
Sarabandes,Divers,Annuelle,Juin,"45.781947293,-0.074390136916",Rouillac,Nouvelle-Aquitaine,16170,1999
France bleu live festival,Musique,Annuelle,Avril,"45.0159885994,6.13818619624",Les Deux Alpes,Auvergne-Rhône-Alpes,38860,2017
Hellfest warm up tour,Musique,Annuelle,Avril,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,
Live in tignes by francofolies,Musique,Annuelle,Avril,"45.4816828491,6.93635513554",Tignes,Auvergne-Rhône-Alpes,73320,2016
Beautiful swamp blues festival,Musique,Annuelle,Avril,"50.9502072754,1.87575566132",Calais,Hauts-de-France,62100,2005
Rencontres cinématographiques de digne,Cinéma,Annuelle,Avril,"44.0908723554,6.23590323452",Digne Les Bains,Provence-Alpes-Côte d'Azur,04000,1973
Festival international du film documentaire océanien (fifo),Cinéma,Annuelle,Fevrier,"-17.552056,-149.55886",Papeete,Polynésie française,98714,2004
Festival international du premier film d'annonay,Cinéma,Annuelle,Fevrier,"45.2460902392,4.65026947295",Annonay,Auvergne-Rhône-Alpes,07100,1984
Escale d'humour,Théâtre,Annuelle,Fevrier,"45.6346574238,-1.01791403375",Royan,Nouvelle-Aquitaine,17200,2013
Dañsfabrik,Danse,Annuelle,Fevrier,"48.4004997828,-4.5027907853",Brest,Bretagne,29200,2012
Nuits de l'alligator,Musique,Annuelle,Janvier,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,2006
Hibernarock,Musique,Annuelle,Fevrier,"44.9245233686,2.44162453828",Aurillac,Auvergne-Rhône-Alpes,15000,2007
Chamonix unlimited festival,Musique,Annuelle,Avril,"45.9309819111,6.92360096711",Chamonix Mont Blanc,Auvergne-Rhône-Alpes,74400,2016
Jours de jazz,Musique,Annuelle,Mars,"47.7119750833,1.92714666074",La Ferte St Aubin,Centre-Val de Loire,45240,2015
Entre les lignes - salon du livre de bondues,Livre,Annuelle,Mars,"50.7096656233,3.09529083038",Bondues,Hauts-de-France,59910,1999
Confrontation - festival de perpignan,Cinéma,Annuelle,Avril,"42.6965954131,2.89936953979",Perpignan,Occitanie,66000,1965
La terre est a nous,Musique,Annuelle,Mars,"48.8960701282,2.20671346353",Nanterre,Île-de-France,92000,2015
Cem on fest,Musique,Annuelle,Mars,"49.498452502,0.140153719153",Le Havre,Normandie,76610,2019
"Grand festival contre le racisme, l’antisémitisme et la haine anti-lgbt",Divers,Annuelle,Mars,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,2016
Palma,Divers,Annuelle,Avril,"49.1847936737,-0.369801713036",Caen,Normandie,14000,2016
Car'scene rock'son,Musique,Annuelle,Avril,"43.871874652,-0.81936363917",Carcen Ponson,Nouvelle-Aquitaine,40400,2011
Les herons math le son,Musique,Annuelle,Mars,"47.4219645317,-0.319673646947",St Mathurin Sur Loire,Pays de la Loire,49250,2010
Printemps de la chanson,Musique,Annuelle,Mars,"48.6048296774,0.169026415284",Sees,Normandie,61500,2006
L’autre salon,Livre,Annuelle,Mars,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,2018
Saint-benoit swing,Musique,Annuelle,Septembre,"46.5486469496,0.352443691442",St Benoit,Nouvelle-Aquitaine,86280,2003
Festival du film arabe de fameck,Cinéma,Annuelle,Octobre,"49.2987006334,6.10649265804",Fameck,Grand Est,57290,1991
Éclats de voix (mauléon),Musique,Annuelle,Octobre,"46.9403172404,-0.596385417876",Nueil Les Aubiers,Nouvelle-Aquitaine,79250,1995
Jazz sur son 31,Musique,Annuelle,Octobre,"43.5963814303,1.43167293364",Toulouse,Occitanie,31300,1987
Tuscania,Musique,Annuelle,Octobre,"45.6440673683,3.24047430326",Vic Le Comte,Auvergne-Rhône-Alpes,63270,2011
Festival de travers,Musique,Annuelle,Octobre,"47.8828634214,1.91610357477",Orleans,Centre-Val de Loire,45100,2005
Fiesta des suds,Musique,Annuelle,Octobre,"43.2999009436,5.38227869795",Marseille,Provence-Alpes-Côte d'Azur,13001,1992
Festival de l'humour de carry le rouet,Théâtre,Annuelle,Octobre,"43.3427663021,5.15373765817",Carry Le Rouet,Provence-Alpes-Côte d'Azur,13620,2016
Birthday festival,Musique,Annuelle,Octobre,"45.8906432566,6.12551773598",Annecy,Auvergne-Rhône-Alpes,74000,2012
Big bang festival,Musique,Annuelle,Octobre,"48.9295650455,2.3592429975",La Plaine St Denis,Île-de-France,93200,2013
Rencontres avec les musiques anciennes,Musique,Annuelle,Octobre,"43.6896523672,3.80969577473",St Gely Du Fesc,Occitanie,34980,2014
Carnavalorock,Musique,Annuelle,Octobre,"48.5149806053,-2.76154552773",St Brieuc,Bretagne,22000,2017
Jammin juan festival,Musique,Annuelle,Octobre,"43.587465146,7.10635418256",Juan Les Pins,Provence-Alpes-Côte d'Azur,06160,2017
Bagiliba,Musique,Annuelle,Octobre,"43.6103345822,6.67843279926",Fayence,Provence-Alpes-Côte d'Azur,83440,2002
Boogie spirit festival,Théâtre,Annuelle,Novembre,"48.5200498962,7.73129588098",Illkirch Graffenstaden,Grand Est,67400,2015
Primeurs de castres,Musique,Annuelle,Novembre,"43.6156511237,2.23787231587",Castres,Occitanie,81100,2015
Loostik,Théâtre,Annuelle,Novembre,"49.1912650369,6.89275798526",Forbach,Grand Est,57600,2013
Intramurock festival,Musique,Annuelle,Novembre,"50.7271332663,1.60756334802",Boulogne Sur Mer,Hauts-de-France,62200,2001
Fenêtres sur courts,Cinéma,Annuelle,Novembre,"47.3229437965,5.03788805877",Dijon,Bourgogne-Franche-Comté,21000,
Festival invisible,Musique,Annuelle,Novembre,"48.4004997828,-4.5027907853",Brest,Bretagne,29200,2006
Soblues festival,Musique,Annuelle,Novembre,"47.9885256718,0.200030493539",Le Mans,Pays de la Loire,72000,2011
Des mots des etoiles,Théâtre,Annuelle,Juillet,"43.2999009436,5.38227869795",Marseille,Provence-Alpes-Côte d'Azur,13001,
Les vaches folks,Musique,Annuelle,Juillet,"46.3756333495,6.1158647611",Divonne Les Bains,Auvergne-Rhône-Alpes,01220,2006
Epinal bouge l'ete,Théâtre,Annuelle,Juillet,"48.1631202656,6.47989286928",Epinal,Grand Est,88000,2012
Les enfants du monde,Musique,Annuelle,Juillet,"46.4128319027,-0.210238265156",St Maixent L Ecole,Nouvelle-Aquitaine,79400,1987
Les arts jaillissants,Musique,Annuelle,Juillet,"45.5314889919,6.36669427224",Montsapey,Auvergne-Rhône-Alpes,73220,
Festival international de musique de dinard,Musique,Annuelle,Aout,"48.6241805945,-2.0619828606",Dinard,Bretagne,35800,1990
Dimanches au bord de l'orne,Musique,Annuelle,Aout,"48.6048296774,0.169026415284",Sees,Normandie,61500,
Festival l'accordéon,Musique,Annuelle,Aout,"47.2840306915,4.23192469784",Saulieu,Bourgogne-Franche-Comté,21210,2008
Les fetes de la vigne,Théâtre,Annuelle,Aout,"47.3229437965,5.03788805877",Dijon,Bourgogne-Franche-Comté,21000,1946
Festival de nonette / scenes de vie,Musique,Annuelle,Aout,"45.4846982805,3.28374300124",Nonette,Auvergne-Rhône-Alpes,63340,2009
Festival international du film nancy-lorraine,Cinéma,Annuelle,Aout,"48.6901995499,6.17588254434",Nancy,Grand Est,54000,1995
Cithem festival,Divers,Annuelle,Aout,"48.4318193082,0.0915406916107",Alencon,Normandie,61000,2014
Les treteaux nomades,Théâtre,Annuelle,Aout,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,2000
Rock en sevre,Musique,Annuelle,Septembre,"46.328260242,-0.465353019369",Niort,Nouvelle-Aquitaine,79000,2013
Festival de l'ilophone,Musique,Annuelle,Septembre,"48.4601042319,-5.08534533544",Ouessant,Bretagne,29242,2008
Fête de l'humanité,Musique,Annuelle,Septembre,"48.9322569546,2.39978064801",La Courneuve,Île-de-France,93120,1936
Maad in 93,Musique,Annuelle,Septembre,"48.909806575,2.33257042205",St Ouen,Île-de-France,93400,
Rock in opposition,Musique,Annuelle,Septembre,"44.0566667256,2.16641418483",Carmaux,Occitanie,81400,2007
Smmmile - vegan pop festival,Musique,Annuelle,Septembre,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,2016
L'esprit des pierres,Musique,Annuelle,Septembre,"45.8542549589,1.2487579024",Limoges,Nouvelle-Aquitaine,87280,2014
Bresil en mouvements,Cinéma,Annuelle,Septembre,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,2005
Les musicales du parc des oiseaux,Musique,Annuelle,Juillet,"45.9927150222,5.04507856642",Villars Les Dombes,Auvergne-Rhône-Alpes,01330,
Oasis bizz'art,Musique,Annuelle,Juillet,"44.5895894991,4.95411000129",Charols,Auvergne-Rhône-Alpes,26450,
Cuivres en dombes,Musique,Annuelle,Juillet,"45.9927150222,5.04507856642",Villars Les Dombes,Auvergne-Rhône-Alpes,01330,1996
Le son des cuivres,Musique,Annuelle,Juillet,"48.3545313197,0.370783494811",Mamers,Pays de la Loire,72600,2014
Astropolis,Musique,Annuelle,Juillet,"48.4004997828,-4.5027907853",Brest,Bretagne,29200,1995
Saumon,Musique,Annuelle,Juillet,"47.839096749,-3.41967999137",Pont Scorff,Bretagne,56620,1995
"Feufliâzhe, festival de la musique alpine",Musique,Biennale,Juillet,"45.8906432566,6.12551773598",Annecy,Auvergne-Rhône-Alpes,74000,
Au coeur de cosne,Théâtre,Annuelle,Juillet,"46.482962805,2.82323006329",Cosne D Allier,Auvergne-Rhône-Alpes,03430,2008
Harmonic festival,Musique,Annuelle,Juillet,"43.7414008338,6.43648594376",Trigance,Provence-Alpes-Côte d'Azur,83840,2015
Festival natala,Divers,Annuelle,Juillet,"48.1099405789,7.38468690323",Colmar,Grand Est,68000,
Festival de robion,Musique,Annuelle,Juillet,"43.8519678718,5.11008684319",Robion,Provence-Alpes-Côte d'Azur,84440,1997
Lollapalooza,Musique,Annuelle,Juillet,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,2017
Festival des randonnees musicales du ferrand,Musique,Annuelle,Juillet,"45.1175117933,6.16207850111",Clavans En Haut Oisans,Auvergne-Rhône-Alpes,38142,1999
Festival lectoure à voix haute,Livre,Annuelle,Juillet,"43.9405030561,0.650762392132",Lectoure,Occitanie,32700,2015
Jazz à villes sur auzon,Musique,Annuelle,Juillet,"44.0660605145,5.25707803023",Villes Sur Auzon,Provence-Alpes-Côte d'Azur,84570,
Sea fest n sound,Musique,Annuelle,Juillet,"48.1808861007,-4.21781568947",Plomodiern,Bretagne,29550,2017
Délices sonores,Musique,Annuelle,Aout,"43.262314383,6.66343039908",St Tropez,Provence-Alpes-Côte d'Azur,83990,2016
Saint-nectaire vallée verte festival,Théâtre,Annuelle,Aout,"45.5919139674,2.99779544156",St Nectaire,Auvergne-Rhône-Alpes,63710,2018
Festival rockabilly de tarbes,Musique,Annuelle,Aout,"43.2347859635,0.0660093937851",Tarbes,Occitanie,65000,2016
The city trucks festival,Musique,Annuelle,Aout,"47.3429800481,-0.869186945487",La Pommeraye,Pays de la Loire,49620,2016
Montagne et musique,Divers,Annuelle,Septembre,"48.7146765876,2.22881488083",Palaiseau,Île-de-France,91120,1996
Paris en toutes lettres,Livre,Annuelle,Novembre,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,2010
Biennale musiques en scène,Musique,Biennale,Fevrier,"45.7699284397,4.82922464978",Lyon,Auvergne-Rhône-Alpes,69001,1992
Rencontres cinématographiques de pézenas,Cinéma,Annuelle,Fevrier,"43.462990168,3.41651652125",Pezenas,Occitanie,34120,1963
Musikampus,Musique,Annuelle,Mars,"50.2898964997,2.76587316711",Arras,Hauts-de-France,62000,2002
